Query,Category,Folder,Correct Source,answer,metadata
"Hey there, we have a round robin calendar. When I set an appointment to that calendar, the appointment is not showing up on Google Calendar. I already connected the google integration on backend and to the staff that is assigned to that calendar.\n\nThe appointment is showing up on zoom but not on google calendar. ",Calendars,Appointments,https://help.gohighlevel.com/support/solutions/articles/155000002374--new-calendar-configuration-linked-calendar-conflicts-calendar,"To resolve the issue of appointments not showing up on Google Calendar for your round robin calendar, please consider the following steps based on the provided context:

1. **Ensure Proper Integration**: Verify that the Google Calendar is correctly integrated with HighLevel. This involves checking that the Google account is connected with the necessary permissions (writer's access) to sync appointments.

2. **Check Calendar Configuration**: Make sure that the calendar is set as a Linked Calendar in HighLevel, which allows new events created in HighLevel to sync to Google Calendar. This can be configured under Settings > My Profile > Integrations.

3. **Verify User Assignment**: Ensure that the staff assigned to the round robin calendar have their Google accounts properly connected and configured to receive appointments.

4. **Troubleshoot Sync Issues**: If the integration is set up correctly but still not working, consider re-integrating the Google Calendar by deleting the existing integration and setting it up again as described in the context.

If these steps do not resolve the issue, further investigation into specific settings or contacting support may be necessary.","[{'url': 'https://help.gohighlevel.com/support/solutions/articles/155000002369-google-how-to-integrate-google-with-highlevel-calendars', 'Category': 'Calendars & Appointments ', 'Folder': 'Calendar Integrations '}, {'url': 'https://help.gohighlevel.com/support/solutions/articles/48001181302-how-to-re-integrate-google-calendar-for-a-user', 'Category': 'Calendars & Appointments ', 'Folder': 'Troubleshooting Calendars '}, {'url': 'https://help.gohighlevel.com/support/solutions/articles/155000001477-how-to-connect-icloud-with-highlevel-', 'Category': 'Calendars & Appointments ', 'Folder': 'Calendar Integrations '}]"
"I would like to change the sender's e-mail in the mailing, because when I answer an e-mail sent by us, the sender appears as somename.com@mail.somerealestateagency.com. ",LC Email System,,https://help.gohighlevel.com/en/support/solutions/articles/48001155000-email-services-configuration-reply-forward-settings,"To change the sender's email in your mailings on the HighLevel platform, you can configure the sender email in the following ways:

1. **Manual Emails**: The sender email defaults to the logged-in user's email unless a 2-way email sync is set up. You can set this in the Conversation tab.

2. **Automated Emails**: You can configure the sender email in email templates, bulk actions, workflow settings, workflow send email actions, and campaign configurations.

By adjusting these settings, you can ensure that the desired email address appears as the sender in your mailings.","[{'url': 'https://help.gohighlevel.com/support/solutions/articles/48000979925-sending-priority-from-name-address', 'Category': 'Email ', 'Folder': 'General '}]"
my email are not delivered,LC Email System,Other,https://help.gohighlevel.com/support/solutions/articles/48001209322-email-error-library-for-supported-smtps,"If your emails are not being delivered, here are some steps you can take to troubleshoot the issue:

1. **Check SMTP Configuration**: Ensure that the sender email matches the configured SMTP email, as a mismatch is a common cause of delivery issues [1].

2. **Domain Reputation**: Use a domain you own for sending emails to build your own reputation, rather than relying on free email providers [7].

3. **Email Authentication**: Verify that your domain is properly authenticated with SPF, DKIM, and DMARC records to improve deliverability [3].

4. **List Health**: Regularly clean your email list to remove cold subscribers and ensure you have direct consent for email marketing [3].

5. **Check for Errors**: Use the test email feature in your platform to identify any error messages and review them for specific issues [1].

6. **Contact SMTP Provider**: If issues persist, consider contacting your SMTP provider's support for further assistance [1].","[{'url': 'https://help.gohighlevel.com/support/solutions/articles/48001203144-limitation-of-using-smtp-when-emails-are-not-sending', 'Category': 'Email ', 'Folder': 'SMTP Providers '}, {'url': 'https://help.gohighlevel.com/support/solutions/articles/48001063372-why-are-my-emails-going-to-spam-', 'Category': 'Email ', 'Folder': 'Deliverability '}, {'url': 'https://help.gohighlevel.com/support/solutions/articles/48001063376-why-can-t-i-use-my-free-email-address-as-the-smtp-', 'Category': 'Email ', 'Folder': 'SMTP Providers '}]"
no zoom meeting link is sent,Calendars,Appointments,https://help.gohighlevel.com/support/solutions/articles/155000002372--new-how-to-connect-zoom-,"If no Zoom meeting link is being sent, consider the following troubleshooting steps based on the provided context:

1. Ensure that each user has connected their own Zoom account to their profile, as the integration is tied to unique User IDs, not email addresses.
2. Verify that the meeting location is set to Zoom in user availability and calendar settings.
3. Check if the workflow for sending appointment reminders with Zoom links is correctly set up. Use the Workflow Builder to trigger reminders by appointment status, including the custom value {{appointment.meeting_location}} for the Zoom link.
4. Ensure that the integration is being used with Group Calendars, as it does not work with other types of calendars.
5. Confirm that you have not exceeded the limit of 100 requests per day for creating, updating, or deleting meetings.","[{'url': 'https://help.gohighlevel.com/support/solutions/articles/48001179593-zoom-integration-for-users-calendar-bookings', 'Category': 'Integrations ', 'Folder': 'Other Integrations '}]"
"I'm setting up a new email address somename@somerealestateagency.com\n\nthis email address are currently hosting on business outlook365 plan\n\nwhen i set up in the GHL, it shows me this error\n\n""{\""code\"":\""EAUTH\"",\""response\"":\""535 5.7.139 Authentication unsuccessful, user is locked by your organization's security defaults policy. Contact your administrator. [RANDOMCHAR.root.prod.outlook.com 2024-06-03T07:24:36.754Z]\"",\""responseCode\"":535,\""command\"":\""AUTH LOGIN\""}""\n\n\n\n\n------\n\nhow do i solve it?",LC Email System,Workflows,https://help.gohighlevel.com/a/solutions/articles/48001059689?portalId=48000045315,"I'm sorry, but I don't have relevant information to answer your question about resolving the Outlook365 authentication error in the provided context.",
"How do I change the ""from"" on emails?  In the workflow it says ""Greg from Smart Start"" but when I test the email, it arrives as from ""greg"" ",Automation,Workflows,https://help.gohighlevel.com/en/support/solutions/articles/48001239875-workflow-settings-overview,"To change the 'From' name on emails in HighLevel, you should check the following settings:

1. **Workflow Settings**: Ensure that the 'From Name' is correctly set in the workflow settings where the email is being configured. The workflow settings take priority for automated emails.

2. **Email Templates**: If you are using email templates, verify that the 'From Name' is correctly specified in the template settings.

3. **Hierarchy of Settings**: HighLevel follows a hierarchy for determining the 'From Name' and 'From Email'. It checks settings in the following order: Bulk Request, Workflow, Assigned User, and finally Company Name and Email. Make sure the correct name is set at the appropriate level.

By ensuring these settings are correctly configured, you should be able to change the 'From' name to display as desired.","[{'url': 'https://help.gohighlevel.com/support/solutions/articles/48000979925-sending-priority-from-name-address', 'Category': 'Email ', 'Folder': 'General '}, {'url': 'https://help.gohighlevel.com/support/solutions/articles/48001175336-mailgun-setup-checklist', 'Category': 'Email ', 'Folder': 'MailGun '}]"
Proper syncing with google calendar to show blocs and not allow booking,Calendars,Appointments,https://help.gohighlevel.com/support/solutions/articles/155000002369--new-how-to-connect-your-google-calendar-,"To ensure proper syncing with Google Calendar to show blocks and prevent bookings, you can use the Conflict Calendar feature in HighLevel. Here’s how it works:

1. **Conflict Calendar Setup**: Events from third-party calendars like Google Calendar can be synced to HighLevel as Conflict Calendars. This setup blocks availability in HighLevel based on events from these calendars.

2. **Event Status**: Only events marked as 'BUSY' in the third-party calendar will block availability in HighLevel. Events marked as 'FREE' will be fetched but will not affect availability.

3. **Multiple Calendars**: You can add multiple calendars as Conflict Calendars to prevent double bookings across various calendars.

By configuring your Google Calendar events appropriately and setting them as 'BUSY', you can ensure that these times are blocked in HighLevel, preventing any new bookings during those periods.","[{'url': 'https://help.gohighlevel.com/support/solutions/articles/155000002374-setting-up-linked-calendars-conflict-calendars', 'Category': 'Calendars & Appointments ', 'Folder': 'Calendar Settings & Preferences '}]"
My Zoom has an error and clients can not join the meeting and I have to send them manual links,Calendars,Appointments,https://help.gohighlevel.com/support/solutions/articles/155000002372--new-how-to-connect-zoom-,"To troubleshoot the issue where clients cannot join your Zoom meeting and you have to send manual links, consider the following steps:

1. **Verify Screen Sharing Settings**: Ensure that your screen sharing settings are correctly configured.
2. **Check Permissions**: Make sure that Zoom has the necessary permissions on your operating system.
3. **Restart Screen Sharing**: Try restarting the screen sharing feature.
4. **Enable TCP Connection**: Enable TCP connection in the advanced settings of Zoom.
5. **Check Network Connection**: Ensure that your network connection is stable.
6. **Update Zoom**: Make sure your Zoom application is up to date.

If these steps do not resolve the issue, you may need to reach out to Zoom support for further assistance.","[{'url': 'https://help.gohighlevel.com/support/solutions/articles/155000003288-troubleshooting-zoom-issues-in-highlevel-support-calls', 'Category': 'nan', 'Folder': 'General Support Info '}]"
Cant set up whatsapp business account on app after setting it up with lead connector,LC Phone System,--,https://help.gohighlevel.com/support/solutions/articles/155000002352-how-to-use-leadconnector-twilio-phone-number-for-whatsapp-business-account-,"To set up a WhatsApp Business account on the app after configuring it with Lead Connector, ensure the following steps are completed:

1. **Prerequisites**: Make sure WhatsApp is enabled and a phone number is added in Settings > WhatsApp.
2. **Enabling WhatsApp Chat Widget**: Navigate to Sites > Chat Widget, select WhatsApp Chat as the Chat type, customize the widget, select a WhatsApp number, and save the settings.
3. **Implementation**: Add the widget code to the landing page header or enable the toggle in Funnel/Website Settings.
4. **User Interaction**: Ensure that when a contact submits the form on the landing page, they are redirected to the WhatsApp web app with a message to the selected number.

If these steps have been followed and the issue persists, it may be necessary to review the setup for any missed configurations or contact support for further assistance.","[{'url': 'https://help.gohighlevel.com/support/solutions/articles/155000002269-connect-whatsapp-to-your-highlevel-chat-widget', 'Category': 'Sites ', 'Folder': 'Chat Widget '}]"
I need to purchase 13 numbers as I assume every rep will need a number to get a call,LC Phone System,Websites,https://help.gohighlevel.com/support/solutions/articles/48000981420-how-to-purchase-a-phone-number-in-a-sub-account,"To purchase phone numbers for your representatives in the HighLevel platform, follow these steps:

1. **Switch to the Desired Sub-Account**: Use the account switcher option at the top left to select the sub-account where you want to purchase the numbers.

2. **Access Phone Numbers Settings**: Navigate to Settings > Phone Numbers.

3. **Add New Numbers**: Click on 'Add Number' and select the country for which you want to purchase the numbers.

4. **Proceed to Purchase**: Choose the numbers you need and click 'Proceed to Buy' to complete the purchase.

5. **Assign Numbers**: Once purchased, you can assign these numbers to your representatives as needed.

Note: If you are purchasing numbers for countries outside the USA and Canada, you may need to complete a regulatory bundle/address registration for compliance purposes.","[{'url': 'https://help.gohighlevel.com/support/solutions/articles/48000981420-how-to-purchase-a-phone-number-in-a-sub-account', 'Category': 'Phone System ', 'Folder': 'Phone numbers '}, {'url': 'https://help.gohighlevel.com/support/solutions/articles/155000003226-how-to-purchase-a-phone-number-in-a-sub-account', 'Category': 'Phone System ', 'Folder': 'LC Phone System '}]"
zoom integration,Calendars,Appointments,https://help.gohighlevel.com/support/solutions/articles/155000002372--new-how-to-connect-zoom-,"Here is how Zoom integration works with the CRM platform:

1. **Automatic Meeting Links**: The integration automatically generates unique Zoom meeting links for each new scheduled meeting when the meeting location is set to Zoom in user availability and calendar settings.

2. **User Account Requirements**: Each user must connect their own Zoom account to their profile, as the integration is tied to unique User IDs, not email addresses.

3. **Calendar Compatibility**: The integration works with Group Calendars and does not pull in existing Zoom events.

4. **Request Limit**: There is a limit of 100 requests per day (UTC) for creating, updating, or deleting meetings.

5. **Unassigned Calendars**: Unassigned calendars can use static Zoom links manually added to meeting location settings.","[{'url': 'https://help.gohighlevel.com/support/solutions/articles/48001179593-zoom-integration-for-users-calendar-bookings', 'Category': 'Integrations ', 'Folder': 'Other Integrations '}]"
Client is not allowed to send emails due to too many failed emails,LC Email System,,https://help.gohighlevel.com/en/support/solutions/articles/48001214786-what-is-email-bounce-suspension-and-how-to-avoid-it,"If a client is not allowed to send emails due to too many failed emails, it could be due to a high bounce rate exceeding the industry threshold, which can lead to account suspension. Here are some steps to address this issue:

1. **Cleanse Contacts**: Use an Email Validation Service to cleanse your contact list and remove invalid or non-existent email addresses that are likely to bounce.
2. **Enable Email Validation**: Ensure that email validation is enabled to prevent sending to invalid addresses.
3. **Monitor Bounce Rates**: Maintain a good bounce rate, ideally between 0-3%, to avoid suspension.
4. **Review Email Content**: Check for any issues in the email content that might be causing delivery failures.
5. **Contact Support**: If the issue persists, consider contacting your email service provider's support for further assistance.","[{'url': 'https://help.gohighlevel.com/support/solutions/articles/48001214786-what-is-email-bounce-suspension-and-how-to-avoid-it', 'Category': 'Email ', 'Folder': 'LC Email '}, {'url': 'https://help.gohighlevel.com/support/solutions/articles/48001207676-why-is-your-account-suspended', 'Category': 'Phone System ', 'Folder': 'LC Phone System '}]"
Mailgun is not integrate with sub account,LC Email System,Affiliate,https://help.gohighlevel.com/support/solutions/articles/48000981682-mailgun-api-key-where-to-find-in-mailgun-put-in-highlevel,"If Mailgun is not integrating with a sub-account, consider the following steps based on the provided context:

1. **Verify DNS Settings**: Ensure that all necessary DNS records (2 TXT, 2 MX, and 1 CNAME) are correctly added and verified in Mailgun. This is crucial for the integration to work properly.

2. **Check Receiving Routes**: Make sure that the receiving routes in Mailgun are correctly set up. This involves verifying that the webhook matches the required configuration.

3. **Domain Configuration**: Ensure that the domain is set up under the US region, not EU, and that it is not used for multiple sub-accounts, which can cause issues with email replies not appearing in the Conversation tab.

4. **API Key Configuration**: Ensure that the Mailgun API Key is correctly configured in HighLevel's Agency settings and Location settings.

5. **Troubleshooting**: If issues persist, refer to the troubleshooting guide for email replies not showing up in the Conversation feature, which includes checking MX records and potential conflicts with other email services.

For more detailed guidance, refer to the specific setup instructions for your domain provider.","[{'url': 'https://help.gohighlevel.com/support/solutions/articles/48001155148-mailgun-setup-google-domain-setup', 'Category': 'Email ', 'Folder': 'MailGun '}, {'url': 'https://help.gohighlevel.com/support/solutions/articles/48000981679-mailgun-setup-hostgator-domain-setup', 'Category': 'Email ', 'Folder': 'MailGun '}, {'url': 'https://help.gohighlevel.com/support/solutions/articles/48000981682-mailgun-api-key-where-to-find-in-mailgun-put-in-highlevel', 'Category': 'Email ', 'Folder': 'MailGun '}, {'url': 'https://help.gohighlevel.com/support/solutions/articles/48001185801-cold-email-inbound-setup-mailgun', 'Category': 'Email ', 'Folder': 'MailGun '}, {'url': 'https://help.gohighlevel.com/support/solutions/articles/48001185819-when-email-replies-are-not-showing-up-in-conversation', 'Category': 'Email ', 'Folder': 'Troubleshooting Email '}]"
I've added a new Email address (somename@somerealestateagency.com) and for some reason when I send emails the old email address (hello@somerealestateagency.com) is appearing to my recipients.,LC Email System,Other,https://help.gohighlevel.com/support/solutions/articles/48001226115-how-to-set-up-a-dedicated-sending-domain-lc-email-#How-to-set-up-a-default-header-for-a-dedicated-sending-domain?,"The issue you're experiencing might be due to a mismatch between the sender email and the configured SMTP email. Here are some steps you can take to resolve this:

1. **Check Sender Email Configuration**: Ensure that the sender email address in your email settings matches the new email address you intend to use (somename@somerealestateagency.com).

2. **SMTP Provider Settings**: If you're using an SMTP provider, verify that the SMTP settings are correctly configured for the new email address.

3. **Test Email Feature**: Use the test email feature in the Conversations section to check if the correct email address is being used.

4. **Review Error Details**: If there are any error messages, click the ⚠️ icon to review details fetched directly from the SMTP provider.

If the issue persists, consider contacting your SMTP provider's support for further assistance.","[{'url': 'https://help.gohighlevel.com/support/solutions/articles/48001203144-limitation-of-using-smtp-when-emails-are-not-sending', 'Category': 'Email ', 'Folder': 'SMTP Providers '}]"
Dkim and SPF setup on customer domain,LC Email System,,https://help.gohighlevel.com/en/support/solutions/articles/48001226115-how-to-set-up-a-dedicated-sending-domain-lc-email-,"I'm sorry, but I don't have relevant information to answer the question about DKIM and SPF setup on a customer domain.",
convert lead connector to twillio,LC Phone System,,https://help.gohighlevel.com/support/solutions/articles/48001240107,"To convert LeadConnector to Twilio, you can follow these steps:

1. **Moving Phone Numbers**: If you need to move phone numbers from a HighLevel (LeadConnector) sub-account to a Twilio account, you will need to create a support ticket with Twilio. Include details such as the phone numbers to be moved, the losing sub-account SID (from HighLevel), and the gaining sub-account SID (your Twilio account).

2. **Contact HighLevel Support**: For specific account details like the losing sub-account SID, you may need to contact HighLevel support.

3. **Approval Process**: Ensure to CC migration@leadconnectorhq.com for approval during the support ticket process.

4. **Submit Request**: Follow the submission process as outlined in the relevant articles to ensure a smooth transition.","[{'url': 'https://help.gohighlevel.com/support/solutions/articles/48001240107-moving-numbers-out-of-an-lc-phone-sub-account-to-the-client-s-own-twilio-account', 'Category': 'Phone System ', 'Folder': 'Phone numbers '}, {'url': 'https://help.gohighlevel.com/support/solutions/articles/48001240108-moving-numbers-to-an-lc-phone-sub-account-from-the-client-s-own-twilio-account', 'Category': 'Phone System ', 'Folder': 'Phone numbers '}, {'url': 'https://help.gohighlevel.com/support/solutions/articles/48001203968-moving-numbers-tool-across-sub-accounts', 'Category': 'Phone System ', 'Folder': 'Phone numbers '}]"
I want to move my phone number from LC phone to Twilio.,LC Phone System,Affiliate,https://help.gohighlevel.com/support/solutions/articles/48001240107-moving-numbers-out-of-an-lc-phone-sub-account-to-the-client-s-own-twilio-account,"To move your phone number from LC Phone to Twilio, follow these steps:

1. **Create a Support Ticket with Twilio**: Use the subject ""Moving numbers request.""
2. **Include the Following Information in the Ticket**:
   - The phone number(s) to be moved.
   - The losing sub-account SID (obtain this from HighLevel support).
   - The gaining sub-account SID (your own Twilio sub-account).
   - Request for ASAP processing due to the business-critical nature.
3. **CC migration@leadconnectorhq.com** on the support ticket for approval.
4. **Submit the Request**: Select ""No"" at the bottom of the form and click ""SUBMIT HELP REQUEST.""

Ensure you contact HighLevel support to obtain the correct losing sub-account SID for the ISV location where the number is currently hosted.","[{'url': 'https://help.gohighlevel.com/support/solutions/articles/48001240107-moving-numbers-out-of-an-lc-phone-sub-account-to-the-client-s-own-twilio-account', 'Category': 'Phone System ', 'Folder': 'Phone numbers '}]"
Email from subaccount is going into spam folder,LC Email System,--,https://help.gohighlevel.com/support/solutions/articles/155000001021-email-sending-guide-email-best-practices-email-warm-up,"To address the issue of emails from a subaccount going into the spam folder, consider the following steps:

1. **Sending Domain**: Ensure you are not using a public domain like gmail.com or yahoo.com. Use a domain you own that matches your branding.

2. **DMARC Policies**: Verify that your sending domain has a proper DMARC policy implemented and is verified with your SMTP provider.

3. **List Health**: Obtain direct consent for email marketing, regularly clean cold subscribers from your list, and use double opt-in for form submissions.

4. **Internal Mail Issues**: Avoid sending emails to the same domain as the sender, as this may trigger spam filters. Use external email addresses for testing.

5. **Authentication**: Ensure proper authentication with SPF and DKIM records.

6. **Content and Formatting**: Avoid spammy content and formatting in your emails.","[{'url': 'https://help.gohighlevel.com/support/solutions/articles/48001063372-why-are-my-emails-going-to-spam-', 'Category': 'Email ', 'Folder': 'Deliverability '}]"
only a few email were sent of 1500 for two campaigns,LC Email System,Other,https://help.gohighlevel.com/support/solutions/articles/48001220605-what-is-lc-email-#extend-sending-limit,"If only a few emails were sent out of 1500 for your campaigns, consider the following troubleshooting steps based on the provided context:

1. **Check Email/SMS Content**: Ensure there are no missing '}' or overuse of '{{{' in the message content, as these can cause errors (Chunk ID 3).

2. **Verify Custom Values**: Make sure all custom values used in the emails are valid, especially links (Chunk ID 3).

3. **Email Address Formatting**: Confirm that all email addresses are correctly formatted, avoiding common mistakes like using commas instead of periods (Chunk ID 3).

4. **'From' Field Formatting**: Ensure the 'From' field is formatted as a proper email address, not just a company name (Chunk ID 3).

5. **SMTP Provider Issues**: If using an SMTP provider, check for any mismatch between the sender email and the configured SMTP email, as this can prevent emails from being sent (Chunk ID 24).

6. **Bulk Action Rate Limits**: Review the rate limits for sending emails in bulk, as exceeding these limits can result in fewer emails being sent (Chunk ID 20).","[{'url': 'https://help.gohighlevel.com/support/solutions/articles/48001155002-send-test-email-error-in-campaign-s-email-step-an-error-occurred-please-try-again', 'Category': 'Email ', 'Folder': 'Troubleshooting Email '}, {'url': 'https://help.gohighlevel.com/support/solutions/articles/48001203144-limitation-of-using-smtp-when-emails-are-not-sending', 'Category': 'Email ', 'Folder': 'SMTP Providers '}, {'url': 'https://help.gohighlevel.com/support/solutions/articles/48001167703-bulk-actions-for-contacts-smartlists', 'Category': 'nan', 'Folder': 'Smart Lists '}]"
"I was checking on my automation and I found that many emails weren't sent because I ""hit my send limit"" I need to adjust this. ",LC Email System,Funnels,https://help.gohighlevel.com/support/solutions/articles/48001220605-what-is-lc-email-#extend-sending-limit,"To adjust your email send limit, consider the following steps:

1. **Identify Current Limits**: If you are using LC Email, the daily email limit for a shared domain is up to 15,000 emails/day. For a dedicated domain, the limit is up to 450,000 emails/day.

2. **Increase Limits**: To increase your email sending limit beyond 15,000, you need to set up a Dedicated Sending Domain for your sub-account.

3. **Ramp-Up Model**: Be aware that new sub-accounts follow a gradual increase in daily email limits over 8 days.

By setting up a dedicated domain, you can significantly increase your email sending capacity.","[{'url': 'https://help.gohighlevel.com/support/solutions/articles/48001220605-what-is-lc-email-', 'Category': 'Email ', 'Folder': 'LC Email '}]"
"I want to change my default sender domain for email in just one subaccount, I have mailgun connected to my HL so i need help ",LC Email System,,https://help.gohighlevel.com/support/solutions/articles/48000981682-mailgun-api-key-where-to-find-in-mailgun-put-in-highlevel,"To change the default sender domain for email in just one subaccount using Mailgun in HighLevel, follow these steps:

1. **Configure Mailgun for the Subaccount:**
   - Navigate to the Sub-account Settings in HighLevel.
   - Go to Email Service settings and configure Mailgun for the specific subaccount.
   - You can set up a unique domain or subdomain for this subaccount to ensure emails are sent from the desired sender domain.

2. **Verify the Domain:**
   - Ensure that the new domain or subdomain is verified in Mailgun.
   - Check that all necessary DNS records are correctly set up and verified.

3. **Set the Default Provider:**
   - In the Sub-account view, set the newly configured domain as the default provider for sending emails.

This setup will ensure that emails sent from this subaccount use the specified sender domain.","[{'url': 'https://help.gohighlevel.com/support/solutions/articles/48001209681-what-will-be-the-order-of-email-provider-we-will-use-to-send-emails-', 'Category': 'Email ', 'Folder': 'MailGun '}]"
conect twilio phone,LC Phone System,,https://help.gohighlevel.com/support/solutions/articles/48000981421-import-existing-twilio-numbers-into-highlevel,"To connect a Twilio phone number within the HighLevel platform, you can follow these general steps based on the provided context:

1. **Assigning Twilio Numbers**: You can assign a Twilio phone number to a user by navigating to My Staff > Team Management and editing the user to assign the number. Ensure that the number is added in the location settings under Phone numbers [1].

2. **Setting Up Webhooks**: Configure webhooks in Twilio to receive incoming calls and messages by setting the appropriate webhook URLs in the Twilio console. This ensures that Twilio can communicate with the HighLevel platform [2].

3. **Troubleshooting**: If you encounter issues such as calls disconnecting or SMS not being sent from the correct number, check the Twilio account settings and ensure that the correct sub-account is being used [6, 9].

4. **Moving Numbers**: If you need to move phone numbers between Twilio accounts or sub-accounts, you can use the 'Move Numbers' tool in HighLevel or submit a support ticket to Twilio for assistance [25, 29].","[{'url': 'https://help.gohighlevel.com/support/solutions/articles/48001152124-how-to-assign-twilio-phone-numbers-to-users', 'Category': 'Phone System ', 'Folder': 'Phone numbers '}, {'url': 'https://help.gohighlevel.com/support/solutions/articles/155000002824-setting-up-webhooks-to-receive-incoming-calls-messages-and-status-updates-for-calls-for-twilio-user', 'Category': 'Phone System ', 'Folder': 'General '}, {'url': 'https://help.gohighlevel.com/support/solutions/articles/48001172952-call-disconnected-in-mobile-app-only', 'Category': 'Phone System ', 'Folder': 'Calling '}, {'url': 'https://help.gohighlevel.com/support/solutions/articles/48001181601-incoming-or-inbound-sms-message-showing-as-calls-not-showing-at-all', 'Category': 'Phone System ', 'Folder': 'Messaging '}, {'url': 'https://help.gohighlevel.com/support/solutions/articles/48001203968-moving-numbers-tool-across-sub-accounts', 'Category': 'Phone System ', 'Folder': 'Phone numbers '}, {'url': 'https://help.gohighlevel.com/support/solutions/articles/48001177283-move-numbers-from-one-twilio-account-to-another', 'Category': 'Phone System ', 'Folder': 'Phone numbers '}]"
